Reporting Area,MMWR Year,MMWR Week,"Gonorrhea, Current week","Gonorrhea, Current week, flag","Gonorrhea, Previous 52 weeks Max†","Gonorrhea, Previous 52 weeks Max†, flag","Gonorrhea, Cum 2019†","Gonorrhea, Cum 2019†, flag","Gonorrhea, Cum 2018†","Gonorrhea, Cum 2018†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Current week","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Current week, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2019†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2019†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2018†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2018†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Current week","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Current week, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Previous 52 weeks Max†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2019†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2019†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2018†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MIDDLE ATLANTIC,2019,46,1090,,1541,,58029,,55241,,6,,31,,708,,736,,,-,1,,1,,9,,,MIDDLE ATLANTIC,20194609
NEW JERSEY,2019,46,121,,233,,8700,,8035,,,-,9,,121,,160,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194610
NEW YORK,2019,46,262,,322,,10153,,10006,,5,,18,,205,,204,,,-,1,,1,,2,,"NEW YORK
(42.921241, -75.59655)",,20194611
NEW YORK CITY,2019,46,426,,714,,25380,,23103,,,-,8,,129,,146,,,-,0,,,-,2,,,NEW YORK CITY,20194612
PENNSYLVANIA,2019,46,281,,387,,13796,,14097,,1,,12,,253,,226,,,-,1,,,-,5,,"PENNSYLVANIA
(40.896694, -77.838886)",,20194613
EAST NORTH CENTRAL,2019,46,565,,2013,,72862,,77177,,7,,37,,845,,855,,,-,2,,4,,11,,,EAST NORTH CENTRAL,20194614
ILLINOIS,2019,46,19,,548,,18178,,22440,,,-,11,,216,,218,,,-,0,,,-,2,,"ILLINOIS
(40.124144, -89.148632)",,20194615
INDIANA,2019,46,85,,326,,9806,,10694,,,-,8,,131,,147,,,-,1,,,-,3,,"INDIANA
(39.919991, -86.2818)",,20194616
MICHIGAN,2019,46,31,,458,,14637,,14796,,,-,8,,162,,156,,,-,0,,,-,2,,"MICHIGAN
(44.874798, -85.730977)",,20194617
OHIO,2019,46,291,,592,,22590,,22248,,7,,16,,310,,234,,,-,1,,3,,3,,"OHIO
(40.415534, -82.70936)",,20194618
WISCONSIN,2019,46,139,,240,,7651,,6999,,,-,6,,26,,100,,,-,1,,1,,1,,"WISCONSIN
(44.639954, -89.732969)",,20194619
WEST NORTH CENTRAL,2019,46,266,,859,,32849,,34178,,3,,14,,253,,354,,,-,0,,,-,1,,,WEST NORTH CENTRAL,20194620
IOWA,2019,46,14,,127,,4489,,4233,,,-,1,,1,,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194621
KANSAS,2019,46,,-,120,,2551,,4715,,,-,4,,4,,46,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194622
MINNESOTA,2019,46,15,,209,,6764,,6700,,,-,6,,24,,87,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194623
MISSOURI,2019,46,203,,379,,13838,,13413,,1,,7,,153,,148,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194624
NEBRASKA,2019,46,27,,80,,2541,,2430,,2,,3,,30,,30,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194625
NORTH DAKOTA,2019,46,7,,43,,1135,,1198,,,-,2,,17,,16,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194626
SOUTH DAKOTA,2019,46,,-,57,,1531,,1489,,,-,2,,24,,27,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194627
SOUTH ATLANTIC,2019,46,822,,2718,,97943,,106088,,3,,43,,1140,,1081,,,-,1,,1,,3,,,SOUTH ATLANTIC,20194628
DELAWARE,2019,46,,-,59,,1442,,1479,,,-,3,,29,,17,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194629
DISTRICT OF COLUMBIA,2019,46,11,,126,,3568,,3698,,,-,1,,14,,20,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194630
FLORIDA,2019,46,374,,856,,31418,,28513,,3,,26,,337,,280,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20194631
GEORGIA,2019,46,171,,500,,17778,,18577,,,-,13,,195,,196,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194632
MARYLAND,2019,46,18,,266,,8752,,9166,,,-,8,,112,,122,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20194633
NORTH CAROLINA,2019,46,,-,587,,16689,,20989,,,-,11,,180,,178,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194634
SOUTH CAROLINA,2019,46,,-,367,,5214,,12124,,,-,8,,102,,100,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194635
VIRGINIA,2019,46,248,,348,,11688,,10572,,,-,13,,137,,118,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194636
WEST VIRGINIA,2019,46,,-,146,,1394,,970,,,-,4,,34,,50,,,-,0,,,-,2,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194637
EAST SOUTH CENTRAL,2019,46,131,,2266,,39464,,37491,,,-,18,,422,,382,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20194638
ALABAMA,2019,46,,-,432,,12313,,11015,,,-,7,,111,,91,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194639
KENTUCKY,2019,46,,-,1730,,4437,,4944,,,-,9,,94,,90,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20194640
MISSISSIPPI,2019,46,36,,307,,10446,,8617,,,-,5,,61,,64,,,-,1,,1,,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194641
TENNESSEE,2019,46,95,,392,,12268,,12915,,,-,9,,156,,137,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194642
WEST SOUTH CENTRAL,2019,46,37,,1598,,36793,,67701,,6,,71,,587,,571,,,-,1,,2,,1,,,WEST SOUTH CENTRAL,20194643
ARKANSAS,2019,46,,-,174,,3460,,6481,,1,,8,,87,,49,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194644
LOUISIANA,2019,46,,-,307,,10366,,10716,,,-,8,,75,,73,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194645
OKLAHOMA,2019,46,15,,227,,6730,,7975,,2,,15,,88,,87,,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194646
TEXAS,2019,46,22,,1003,,16237,,42529,,3,,45,,337,,362,,,-,1,,2,,1,,"TEXAS
(31.447238, -99.317341)",,20194647
MOUNTAIN,2019,46,190,,907,,34840,,34595,,3,,21,,442,,359,,,-,1,,1,,4,,,MOUNTAIN,20194648
ARIZONA,2019,46,66,,352,,12187,,11414,,,-,9,,151,,111,,,-,1,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20194649
COLORADO,2019,46,,-,252,,8257,,7929,,2,,8,,111,,78,,,-,0,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20194650
IDAHO,2019,46,,-,52,,1224,,975,,,-,3,,30,,18,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194651
MONTANA,2019,46,18,,57,,1364,,1023,,1,,4,,23,,15,,,-,0,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20194652
NEVADA,2019,46,64,,146,,5117,,5711,,,-,4,,31,,33,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194653
NEW MEXICO,2019,46,,-,132,,3975,,4671,,,-,3,,44,,48,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20194654
UTAH,2019,46,42,,75,,2483,,2602,,,-,5,,52,,49,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20194655
WYOMING,2019,46,,-,16,,233,,270,,,-,1,,,-,7,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194656
PACIFIC,2019,46,365,,2214,,83428,,88801,,1,,16,,185,,171,,,-,1,,1,,,-,,PACIFIC,20194657
ALASKA,2019,46,,-,60,,1596,,1988,,,-,3,,26,,31,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194658
CALIFORNIA,2019,46,143,,1775,,69491,,70340,,,-,5,,42,,25,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20194659
HAWAII,2019,46,,-,41,,,-,1305,,,-,3,,31,,34,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194660
OREGON,2019,46,52,,158,,5352,,5113,,1,,6,,75,,81,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194661
WASHINGTON,2019,46,170,,244,,6989,,10055,,,-,13,,11,,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20194662
US TERRITORIES,2019,46,,-,17,,297,,509,,,-,0,,,-,3,,,-,0,,,-,,-,,US TERRITORIES,20194663
AMERICAN SAMOA,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20194664
NORTHERN MARIANA ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194665
GUAM,2019,46,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194666
PUERTO RICO,2019,46,,-,17,,297,,491,,,-,0,,,-,2,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194667
U.S. VIRGIN ISLANDS,2019,46,,-,0,,,-,18,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194668
NON-US RESIDENTS,2019,46,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194669
TOTAL,2019,46,3472,,12529,,464967,,514619,,30,,233,,4814,,4760,,,-,3,,11,,32,,,TOTAL,20194670
US RESIDENTS,2019,47,4423,,12515,,480128,,523174,,52,,233,,4948,,4849,,,-,3,,11,,33,,,US RESIDENTS,20194701
NEW ENGLAND,2019,47,3,,365,,8632,,13084,,,-,11,,237,,250,,,-,0,,,-,3,,,NEW ENGLAND,20194702
CONNECTICUT,2019,47,,-,124,,,-,3312,,,-,4,,42,,59,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194703
MAINE,2019,47,,-,24,,425,,651,,,-,4,,33,,20,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194704
MASSACHUSETTS,2019,47,,-,191,,6556,,7281,,,-,7,,97,,111,,,-,0,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194705
NEW HAMPSHIRE,2019,47,3,,20,,370,,535,,,-,3,,28,,22,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194706
RHODE ISLAND,2019,47,,-,139,,1209,,1073,,,-,4,,22,,20,,,-,0,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20194707
VERMONT,2019,47,,-,14,,72,,232,,,-,4,,15,,18,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194708
MIDDLE ATLANTIC,2019,47,1112,,1541,,59391,,56272,,19,,31,,734,,747,,,-,1,,1,,10,,,MIDDLE ATLANTIC,20194709
NEW JERSEY,2019,47,122,,234,,8782,,8173,,,-,9,,123,,162,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194710
NEW YORK,2019,47,292,,322,,10442,,10186,,12,,18,,217,,207,,,-,1,,1,,2,,"NEW YORK
(42.921241, -75.59655)",,20194711
NEW YORK CITY,2019,47,406,,714,,26000,,23525,,2,,8,,131,,147,,,-,0,,,-,2,,,NEW YORK CITY,20194712
PENNSYLVANIA,2019,47,292,,387,,14167,,14388,,5,,12,,263,,231,,,-,1,,,-,6,,"PENNSYLVANIA
(40.896694, -77.838886)",,20194713
EAST NORTH CENTRAL,2019,47,610,,2018,,74652,,78711,,5,,37,,890,,870,,,-,2,,4,,11,,,EAST NORTH CENTRAL,20194714
ILLINOIS,2019,47,36,,544,,18607,,22870,,,-,11,,233,,219,,,-,0,,,-,2,,"ILLINOIS
(40.124144, -89.148632)",,20194715
INDIANA,2019,47,97,,326,,10076,,10911,,,-,8,,149,,149,,,-,1,,,-,3,,"INDIANA
(39.919991, -86.2818)",,20194716
MICHIGAN,2019,47,35,,461,,14935,,15111,,,-,8,,167,,156,,,-,0,,,-,2,,"MICHIGAN
(44.874798, -85.730977)",,20194717
OHIO,2019,47,326,,594,,23196,,22684,,5,,16,,315,,242,,,-,1,,3,,3,,"OHIO
(40.415534, -82.70936)",,20194718
WISCONSIN,2019,47,116,,239,,7838,,7135,,,-,6,,26,,104,,,-,1,,1,,1,,"WISCONSIN
(44.639954, -89.732969)",,20194719
WEST NORTH CENTRAL,2019,47,235,,859,,33382,,34752,,2,,14,,259,,360,,,-,0,,,-,1,,,WEST NORTH CENTRAL,20194720
IOWA,2019,47,11,,128,,4579,,4310,,,-,1,,1,,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194721
KANSAS,2019,47,,-,120,,2551,,4783,,,-,4,,4,,46,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194722
MINNESOTA,2019,47,19,,210,,6911,,6824,,,-,6,,24,,89,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194723
MISSOURI,2019,47,202,,379,,14124,,13630,,2,,7,,156,,150,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194724
NEBRASKA,2019,47,,-,80,,2538,,2469,,,-,3,,33,,31,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194725
NORTH DAKOTA,2019,47,3,,43,,1158,,1223,,,-,2,,17,,17,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194726
SOUTH DAKOTA,2019,47,,-,56,,1521,,1513,,,-,2,,24,,27,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194727
SOUTH ATLANTIC,2019,47,992,,2718,,103973,,107918,,11,,43,,1152,,1108,,,-,1,,1,,3,,,SOUTH ATLANTIC,20194728
DELAWARE,2019,47,,-,59,,1442,,1515,,,-,3,,29,,18,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194729
DISTRICT OF COLUMBIA,2019,47,28,,126,,3680,,3761,,,-,1,,14,,20,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194730
FLORIDA,2019,47,505,,856,,32214,,28979,,6,,26,,343,,286,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20194731
GEORGIA,2019,47,147,,502,,18168,,18881,,2,,13,,197,,199,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194732
MARYLAND,2019,47,27,,275,,9079,,9321,,2,,7,,120,,126,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20194733
NORTH CAROLINA,2019,47,,-,590,,20809,,21355,,,-,11,,182,,185,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194734
SOUTH CAROLINA,2019,47,,-,367,,5214,,12391,,,-,8,,102,,102,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194735
VIRGINIA,2019,47,285,,348,,11973,,10733,,1,,13,,131,,121,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194736
WEST VIRGINIA,2019,47,,-,146,,1394,,982,,,-,4,,34,,51,,,-,0,,,-,2,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194737
EAST SOUTH CENTRAL,2019,47,255,,2266,,41412,,38101,,3,,18,,434,,389,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20194738
ALABAMA,2019,47,,-,432,,12313,,11180,,,-,7,,112,,93,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194739
KENTUCKY,2019,47,,-,1730,,5881,,5069,,,-,9,,91,,92,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20194740
MISSISSIPPI,2019,47,99,,309,,10794,,8786,,3,,5,,67,,66,,,-,1,,1,,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194741
TENNESSEE,2019,47,156,,392,,12424,,13066,,,-,9,,164,,138,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194742
WEST SOUTH CENTRAL,2019,47,17,,1598,,37958,,68798,,8,,71,,602,,580,,,-,1,,2,,1,,,WEST SOUTH CENTRAL,20194743
ARKANSAS,2019,47,,-,174,,3531,,6579,,3,,8,,89,,49,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194744
LOUISIANA,2019,47,1,,309,,11060,,10905,,,-,8,,76,,73,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194745
OKLAHOMA,2019,47,,-,227,,6730,,8106,,,-,15,,88,,90,,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194746
TEXAS,2019,47,16,,1003,,16637,,43208,,5,,45,,349,,368,,,-,1,,2,,1,,"TEXAS
(31.447238, -99.317341)",,20194747
MOUNTAIN,2019,47,202,,907,,35686,,35199,,4,,20,,454,,368,,,-,1,,1,,4,,,MOUNTAIN,20194748
ARIZONA,2019,47,30,,353,,12465,,11614,,1,,9,,153,,116,,,-,1,,1,,1,,"ARIZONA
(34.293239, -111.664616)",,20194749
COLORADO,2019,47,,-,252,,8417,,8059,,2,,8,,113,,80,,,-,0,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20194750
IDAHO,2019,47,26,,52,,1294,,992,,1,,3,,34,,18,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194751
MONTANA,2019,47,34,,57,,1411,,1050,,,-,4,,24,,15,,,-,0,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20194752
NEVADA,2019,47,62,,146,,5242,,5806,,,-,4,,33,,33,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194753
NEW MEXICO,2019,47,11,,132,,4080,,4760,,,-,3,,45,,49,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20194754
UTAH,2019,47,39,,75,,2544,,2647,,,-,5,,52,,50,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20194755
WYOMING,2019,47,,-,16,,233,,271,,,-,1,,,-,7,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194756
PACIFIC,2019,47,997,,2214,,85042,,90339,,,-,16,,186,,177,,,-,1,,1,,,-,,PACIFIC,20194757
ALASKA,2019,47,,-,56,,1596,,2035,,,-,3,,26,,31,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194758
CALIFORNIA,2019,47,665,,1775,,70747,,71529,,,-,5,,43,,27,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20194759
HAWAII,2019,47,,-,41,,,-,1328,,,-,3,,32,,36,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194760
OREGON,2019,47,102,,158,,5480,,5212,,,-,6,,74,,83,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194761
WASHINGTON,2019,47,230,,244,,7219,,10235,,,-,13,,11,,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20194762
US TERRITORIES,2019,47,,-,17,,297,,513,,,-,0,,,-,3,,,-,0,,,-,,-,,US TERRITORIES,20194763
AMERICAN SAMOA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20194764
NORTHERN MARIANA ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194765
GUAM,2019,47,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194766
PUERTO RICO,2019,47,,-,17,,297,,495,,,-,0,,,-,2,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194767
U.S. VIRGIN ISLANDS,2019,47,,-,0,,,-,18,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194768
NON-US RESIDENTS,2019,47,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194769
TOTAL,2019,47,4423,,12529,,480427,,523687,,52,,233,,4948,,4852,,,-,3,,11,,33,,,TOTAL,20194770
US RESIDENTS,2019,48,2769,,12515,,490662,,535689,,44,,233,,5038,,4980,,,-,3,,11,,34,,,US RESIDENTS,20194801
NEW ENGLAND,2019,48,2,,365,,8661,,13443,,1,,11,,238,,259,,,-,0,,,-,3,,,NEW ENGLAND,20194802
CONNECTICUT,2019,48,,-,124,,,-,3403,,,-,4,,42,,61,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194803
MAINE,2019,48,2,,24,,450,,662,,,-,4,,33,,21,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194804
MASSACHUSETTS,2019,48,,-,191,,6556,,7472,,,-,7,,97,,113,,,-,0,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194805
NEW HAMPSHIRE,2019,48,,-,20,,374,,554,,,-,3,,28,,24,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194806
RHODE ISLAND,2019,48,,-,139,,1209,,1106,,,-,4,,22,,22,,,-,0,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20194807
VERMONT,2019,48,,-,14,,72,,246,,1,,4,,16,,18,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194808
MIDDLE ATLANTIC,2019,48,813,,1533,,60673,,57590,,9,,31,,749,,758,,,-,1,,1,,10,,,MIDDLE ATLANTIC,20194809
NEW JERSEY,2019,48,92,,259,,9107,,8361,,,-,9,,128,,165,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194810
NEW YORK,2019,48,214,,320,,10649,,10412,,6,,18,,223,,209,,,-,1,,1,,2,,"NEW YORK
(42.921241, -75.59655)",,20194811
NEW YORK CITY,2019,48,316,,714,,26491,,24108,,2,,8,,133,,148,,,-,0,,,-,2,,,NEW YORK CITY,20194812
PENNSYLVANIA,2019,48,191,,387,,14426,,14709,,1,,12,,265,,236,,,-,0,,,-,6,,"PENNSYLVANIA
(40.896694, -77.838886)",,20194813
EAST NORTH CENTRAL,2019,48,346,,2026,,76513,,80306,,9,,37,,911,,894,,,-,2,,4,,11,,,EAST NORTH CENTRAL,20194814
ILLINOIS,2019,48,22,,544,,19522,,23408,,,-,11,,236,,222,,,-,0,,,-,2,,"ILLINOIS
(40.124144, -89.148632)",,20194815
INDIANA,2019,48,50,,326,,10239,,11054,,,-,8,,155,,155,,,-,1,,,-,3,,"INDIANA
(39.919991, -86.2818)",,20194816
MICHIGAN,2019,48,16,,462,,15139,,15313,,,-,8,,170,,157,,,-,0,,,-,2,,"MICHIGAN
(44.874798, -85.730977)",,20194817
OHIO,2019,48,179,,595,,23621,,23235,,9,,16,,324,,250,,,-,1,,3,,3,,"OHIO
(40.415534, -82.70936)",,20194818
WISCONSIN,2019,48,79,,239,,7992,,7296,,,-,6,,26,,110,,,-,1,,1,,1,,"WISCONSIN
(44.639954, -89.732969)",,20194819
WEST NORTH CENTRAL,2019,48,195,,859,,33909,,35557,,3,,14,,263,,374,,,-,0,,,-,1,,,WEST NORTH CENTRAL,20194820
IOWA,2019,48,,-,128,,4579,,4430,,,-,1,,1,,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194821
KANSAS,2019,48,,-,120,,2551,,4879,,,-,4,,4,,50,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194822
MINNESOTA,2019,48,1,,210,,7009,,7005,,,-,6,,24,,93,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194823
MISSOURI,2019,48,155,,379,,14349,,13913,,3,,7,,159,,153,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194824
NEBRASKA,2019,48,31,,81,,2689,,2512,,,-,3,,33,,33,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194825
NORTH DAKOTA,2019,48,8,,43,,1184,,1259,,,-,2,,17,,17,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194826
SOUTH DAKOTA,2019,48,,-,56,,1548,,1559,,,-,2,,25,,28,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194827
SOUTH ATLANTIC,2019,48,641,,2718,,105281,,110636,,13,,43,,1169,,1131,,,-,1,,1,,3,,,SOUTH ATLANTIC,20194828
DELAWARE,2019,48,22,,59,,1502,,1568,,,-,3,,29,,18,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194829
DISTRICT OF COLUMBIA,2019,48,34,,126,,3767,,3870,,,-,1,,14,,20,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194830
FLORIDA,2019,48,266,,856,,32733,,29753,,10,,26,,353,,292,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20194831
GEORGIA,2019,48,151,,502,,18515,,19343,,,-,13,,197,,205,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194832
MARYLAND,2019,48,10,,276,,9217,,9565,,1,,7,,121,,127,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20194833
NORTH CAROLINA,2019,48,,-,590,,20809,,21905,,,-,11,,183,,188,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20194834
SOUTH CAROLINA,2019,48,,-,367,,5214,,12660,,,-,8,,105,,105,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194835
VIRGINIA,2019,48,158,,348,,12130,,10942,,2,,13,,133,,124,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194836
WEST VIRGINIA,2019,48,,-,146,,1394,,1030,,,-,4,,34,,52,,,-,0,,,-,2,,"WEST VIRGINIA
(38.642579, -80.613729)",,20194837
EAST SOUTH CENTRAL,2019,48,261,,2266,,43565,,39131,,,-,18,,452,,404,,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20194838
